taxon	ERR2784756	ERR2784762	ERR2784782	ERR2784818	ERR2784799	ERR2784811	ERR2784807	ERR2784826	ERR2784808	ERR2784760	ERR2784757	ERR2784731	ERR2784817	ERR2784753	ERR2784796	ERR2784783	ERR2784781	ERR2784805	ERR2784806	ERR2784803	ERR2784797	ERR2784741	ERR2784730	ERR2784759	ERR2784809	ERR2784800	ERR2784754	ERR2784742	ERR2784827	ERR2784810	ERR2784728	ERR2784802	ERR2784801	ERR2784755	ERR2784804	ERR2784763	ERR2784761	ERR2784816	ERR2784752	ERR2784780	ERR2784824	ERR2784743	ERR2784729	ERR2784798
Gordonibacter urolithinfaciens	43.0	250.0	293.0	34.0	79.0	124.0	4.0	96.0	204.0	313.0	25.0	25.0	39.0	73.0	104.0	260.0	341.0	11.0	1.0	23.0	103.0	106.0	26.0	27.0	117.0	25.0	75.0	79.0	70.0	131.0	27.0	22.0	25.0	72.0	10.0	250.0	292.0	42.0	81.0	393.0	92.0	52.0	30.0	94.0
Lachnoclostridium phytofermentans	98.0	11.0	107.0	125.0	124.0	238.0	9.0	148.0	304.0	21.0	76.0	138.0	121.0	100.0	159.0	106.0	157.0	27.0	17.0	20.0	162.0	66.0	131.0	60.0	245.0	38.0	128.0	31.0	113.0	265.0	145.0	29.0	29.0	82.0	25.0	20.0	17.0	114.0	102.0	162.0	149.0	50.0	151.0	141.0
Clostridium sp. C1	84.0	14.0	277.0	102.0	56.0	295.0	3.0	124.0	410.0	23.0	88.0	37.0	113.0	131.0	72.0	287.0	300.0	9.0	1.0	4.0	71.0	1.0	31.0	57.0	349.0	6.0	118.0	1.0	130.0	340.0	36.0	10.0	10.0	118.0	9.0	12.0	26.0	100.0	108.0	337.0	119.0	4.0	39.0	58.0
Megasphaera hexanoica	18.0	8.0	28.0	104.0	30.0	9.0	240.0	365.0	4.0	6.0	14.0	15.0	127.0	20.0	37.0	27.0	35.0	813.0	263.0	75.0	33.0	7.0	8.0	9.0	7.0	80.0	21.0	6.0	312.0	5.0	20.0	79.0	69.0	13.0	879.0	4.0	12.0	127.0	13.0	37.0	442.0	10.0	9.0	23.0
Aristaeella lactis	58.0	15.0	134.0	506.0	194.0	21.0	3.0	53.0	16.0	19.0	42.0	53.0	562.0	65.0	261.0	108.0	156.0	34.0	2.0	21.0	216.0	37.0	54.0	50.0	14.0	51.0	52.0	30.0	54.0	14.0	71.0	21.0	42.0	46.0	46.0	21.0	23.0	696.0	64.0	157.0	71.0	40.0	71.0	196.0
Segatella baroniae	142.0	10.0	7.0	14.0	93.0	2.0	45.0	499.0	1.0	10.0	140.0	85.0	31.0	3.0	107.0	4.0	2.0	149.0	34.0	210.0	132.0	20.0	127.0	108.0	1.0	265.0	1.0	31.0	520.0	1.0	102.0	256.0	244.0	7.0	135.0	7.0	5.0	21.0	3.0	4.0	564.0	22.0	93.0	137.0
Sutterella faecalis	30.0	8.0	30.0	250.0	173.0	17.0	52.0	513.0	19.0	5.0	26.0	32.0	268.0	15.0	233.0	24.0	34.0	121.0	48.0	10.0	202.0	45.0	39.0	26.0	20.0	19.0	9.0	41.0	490.0	18.0	56.0	9.0	10.0	13.0	165.0	6.0	14.0	314.0	17.0	35.0	611.0	39.0	30.0	190.0
Anaerocolumna cellulosilytica	63.0	15.0	139.0	97.0	91.0	243.0	7.0	124.0	281.0	27.0	65.0	91.0	113.0	136.0	137.0	131.0	141.0	36.0	5.0	27.0	98.0	46.0	113.0	57.0	263.0	32.0	114.0	38.0	101.0	250.0	126.0	30.0	27.0	127.0	32.0	21.0	17.0	121.0	174.0	166.0	129.0	23.0	133.0	99.0
Schaalia odontolytica	56.0	49.0	60.0	90.0	109.0	338.0	10.0	42.0	451.0	54.0	72.0	33.0	122.0	163.0	96.0	64.0	72.0	22.0	13.0	44.0	110.0	48.0	42.0	57.0	366.0	73.0	132.0	40.0	47.0	386.0	47.0	50.0	75.0	108.0	27.0	53.0	54.0	125.0	161.0	96.0	43.0	34.0	35.0	114.0
Stomatobaculum sp. F0698	120.0	36.0	124.0	169.0	164.0	69.0	13.0	135.0	86.0	43.0	94.0	97.0	169.0	77.0	227.0	124.0	142.0	29.0	5.0	52.0	192.0	79.0	108.0	91.0	77.0	69.0	65.0	69.0	122.0	42.0	138.0	51.0	60.0	65.0	28.0	25.0	46.0	195.0	81.0	157.0	141.0	73.0	112.0	168.0
Lacrimispora sphenoides	68.0	38.0	66.0	126.0	91.0	191.0	5.0	130.0	211.0	60.0	63.0	142.0	131.0	122.0	108.0	70.0	99.0	20.0	10.0	33.0	97.0	56.0	163.0	57.0	191.0	35.0	125.0	53.0	98.0	164.0	224.0	44.0	33.0	116.0	27.0	26.0	34.0	144.0	143.0	121.0	146.0	35.0	179.0	102.0
Anaerocolumna sedimenticola	69.0	14.0	103.0	80.0	79.0	253.0	11.0	101.0	292.0	26.0	57.0	113.0	121.0	128.0	112.0	107.0	130.0	17.0	11.0	36.0	104.0	32.0	101.0	41.0	285.0	36.0	108.0	35.0	89.0	299.0	139.0	17.0	25.0	109.0	28.0	31.0	20.0	120.0	154.0	136.0	120.0	34.0	135.0	115.0
Anaerostipes rhamnosivorans	85.0	36.0	89.0	120.0	125.0	149.0	8.0	136.0	168.0	45.0	73.0	107.0	163.0	121.0	133.0	83.0	133.0	34.0	12.0	32.0	167.0	45.0	102.0	61.0	128.0	39.0	105.0	45.0	127.0	140.0	130.0	44.0	47.0	101.0	29.0	38.0	46.0	178.0	132.0	126.0	181.0	48.0	109.0	131.0
Megamonas hypermegale	673.0	5.0	69.0	133.0	105.0	44.0	8.0	94.0	66.0	13.0	675.0	25.0	142.0	46.0	138.0	80.0	71.0	30.0	7.0	30.0	136.0	11.0	20.0	561.0	58.0	40.0	45.0	11.0	73.0	40.0	26.0	30.0	39.0	45.0	31.0	8.0	8.0	130.0	57.0	73.0	91.0	21.0	26.0	106.0
Petrimonas mucosa	94.0	1.0	32.0	112.0	131.0	5.0	70.0	109.0	14.0	1.0	97.0	264.0	137.0	58.0	164.0	39.0	35.0	231.0	79.0	79.0	160.0	25.0	287.0	96.0	9.0	79.0	39.0	17.0	97.0	6.0	287.0	98.0	71.0	51.0	198.0	0.0	3.0	135.0	68.0	55.0	132.0	13.0	283.0	133.0
Tannerella serpentiformis	26.0	8.0	90.0	183.0	115.0	1.0	12.0	171.0	2.0	7.0	23.0	76.0	173.0	60.0	186.0	82.0	87.0	51.0	16.0	224.0	147.0	4.0	80.0	19.0	6.0	346.0	68.0	4.0	136.0	2.0	100.0	252.0	259.0	64.0	79.0	12.0	6.0	198.0	86.0	126.0	160.0	8.0	87.0	142.0
Cloacibacillus evryensis	13.0	6.0	428.0	345.0	182.0	7.0	3.0	33.0	6.0	1.0	24.0	8.0	327.0	7.0	252.0	384.0	433.0	17.0	1.0	22.0	198.0	13.0	15.0	11.0	8.0	26.0	4.0	8.0	24.0	11.0	10.0	17.0	19.0	6.0	8.0	2.0	3.0	344.0	8.0	462.0	45.0	6.0	15.0	208.0
Anaerocolumna sp. MB42-C2	56.0	15.0	92.0	73.0	75.0	240.0	9.0	108.0	293.0	25.0	56.0	85.0	97.0	92.0	92.0	122.0	143.0	34.0	6.0	32.0	104.0	46.0	113.0	40.0	279.0	62.0	97.0	46.0	79.0	252.0	101.0	54.0	49.0	74.0	26.0	13.0	13.0	105.0	96.0	127.0	121.0	30.0	120.0	83.0
Intestinibacillus sp. NTUH-41-i26	54.0	80.0	133.0	143.0	141.0	34.0	2.0	113.0	56.0	119.0	43.0	50.0	178.0	128.0	183.0	137.0	128.0	7.0	3.0	23.0	190.0	33.0	51.0	52.0	61.0	37.0	149.0	25.0	98.0	51.0	66.0	32.0	32.0	125.0	10.0	72.0	88.0	179.0	152.0	159.0	142.0	37.0	48.0	169.0
Caproicibacterium amylolyticum	89.0	27.0	94.0	191.0	150.0	47.0	10.0	103.0	34.0	27.0	78.0	63.0	205.0	107.0	231.0	120.0	131.0	32.0	8.0	33.0	194.0	37.0	67.0	51.0	37.0	53.0	98.0	36.0	90.0	41.0	76.0	26.0	39.0	68.0	47.0	31.0	32.0	253.0	122.0	143.0	141.0	29.0	74.0	176.0
Clostridium estertheticum	41.0	9.0	156.0	142.0	138.0	96.0	10.0	104.0	114.0	11.0	41.0	88.0	185.0	49.0	193.0	140.0	153.0	35.0	10.0	42.0	150.0	45.0	87.0	31.0	108.0	79.0	25.0	27.0	89.0	106.0	116.0	65.0	61.0	33.0	32.0	8.0	11.0	201.0	48.0	169.0	142.0	36.0	120.0	135.0
Acidaminococcus fermentans	17.0	11.0	56.0	71.0	96.0	11.0	112.0	51.0	30.0	15.0	13.0	41.0	84.0	24.0	89.0	52.0	48.0	448.0	138.0	218.0	86.0	13.0	34.0	14.0	13.0	279.0	34.0	8.0	45.0	20.0	43.0	263.0	255.0	23.0	497.0	6.0	4.0	101.0	39.0	73.0	53.0	10.0	37.0	94.0
Caproicibacter fermentans	83.0	10.0	139.0	199.0	171.0	16.0	9.0	94.0	26.0	32.0	83.0	55.0	225.0	89.0	192.0	151.0	178.0	30.0	6.0	29.0	196.0	29.0	51.0	60.0	21.0	38.0	92.0	25.0	78.0	22.0	48.0	27.0	34.0	77.0	45.0	20.0	16.0	277.0	93.0	198.0	118.0	34.0	56.0	184.0
Paraclostridium sordellii	30.0	7.0	131.0	136.0	134.0	262.0	7.0	38.0	350.0	13.0	41.0	60.0	153.0	31.0	141.0	104.0	120.0	33.0	12.0	49.0	156.0	21.0	49.0	27.0	318.0	50.0	23.0	13.0	24.0	274.0	66.0	35.0	42.0	35.0	43.0	8.0	9.0	154.0	42.0	126.0	44.0	13.0	51.0	123.0
Lachnoanaerobaculum umeaense	58.0	20.0	75.0	100.0	50.0	200.0	2.0	118.0	212.0	16.0	61.0	123.0	107.0	77.0	88.0	98.0	109.0	18.0	8.0	40.0	85.0	46.0	114.0	43.0	243.0	49.0	64.0	58.0	81.0	245.0	111.0	37.0	45.0	51.0	20.0	19.0	25.0	110.0	63.0	102.0	144.0	38.0	123.0	63.0
Turicibacter bilis	26.0	11.0	52.0	43.0	435.0	25.0	0.0	135.0	29.0	29.0	22.0	35.0	51.0	76.0	461.0	52.0	68.0	1.0	1.0	3.0	468.0	120.0	37.0	20.0	31.0	2.0	70.0	101.0	110.0	19.0	41.0	3.0	5.0	54.0	2.0	11.0	16.0	46.0	66.0	67.0	132.0	120.0	32.0	423.0
Clostridium baratii	25.0	8.0	118.0	189.0	169.0	75.0	11.0	17.0	101.0	10.0	31.0	182.0	220.0	36.0	219.0	124.0	118.0	39.0	13.0	21.0	189.0	17.0	198.0	18.0	78.0	26.0	24.0	15.0	17.0	85.0	195.0	21.0	20.0	32.0	31.0	8.0	6.0	229.0	45.0	129.0	17.0	14.0	191.0	199.0
Veillonella nakazawae	38.0	13.0	0.0	12.0	134.0	10.0	0.0	26.0	14.0	11.0	44.0	0.0	10.0	83.0	140.0	5.0	6.0	0.0	0.0	0.0	148.0	797.0	3.0	38.0	14.0	0.0	75.0	703.0	23.0	17.0	0.0	0.0	0.0	64.0	0.0	14.0	16.0	16.0	95.0	6.0	24.0	761.0	0.0	153.0
Prevotella sp. oral taxon 299	3.0	0.0	9.0	113.0	137.0	12.0	29.0	90.0	20.0	4.0	4.0	149.0	156.0	0.0	129.0	15.0	13.0	140.0	42.0	250.0	164.0	25.0	154.0	0.0	10.0	293.0	1.0	14.0	85.0	8.0	147.0	261.0	288.0	1.0	154.0	3.0	5.0	154.0	3.0	14.0	118.0	7.0	152.0	121.0
Massilimicrobiota timonensis	53.0	6.0	240.0	17.0	18.0	281.0	0.0	95.0	358.0	14.0	45.0	33.0	35.0	119.0	34.0	212.0	229.0	1.0	0.0	3.0	24.0	6.0	35.0	31.0	329.0	4.0	107.0	7.0	113.0	290.0	41.0	3.0	3.0	93.0	4.0	11.0	13.0	26.0	131.0	246.0	114.0	1.0	30.0	23.0
Cloacibacillus porcorum	4.0	11.0	135.0	53.0	357.0	2.0	0.0	24.0	5.0	9.0	6.0	184.0	63.0	20.0	423.0	128.0	139.0	9.0	1.0	9.0	452.0	6.0	186.0	7.0	4.0	15.0	13.0	5.0	17.0	2.0	243.0	11.0	14.0	14.0	6.0	4.0	9.0	78.0	22.0	140.0	42.0	6.0	182.0	416.0
Anaerostipes sp. PC18	83.0	20.0	128.0	91.0	77.0	108.0	6.0	87.0	149.0	28.0	84.0	103.0	90.0	112.0	107.0	113.0	101.0	22.0	7.0	22.0	100.0	50.0	131.0	74.0	139.0	37.0	85.0	50.0	100.0	142.0	127.0	26.0	28.0	87.0	21.0	20.0	30.0	97.0	122.0	117.0	117.0	35.0	116.0	83.0
Thermocaproicibacter melissae	83.0	14.0	112.0	166.0	159.0	11.0	10.0	150.0	8.0	29.0	72.0	48.0	160.0	106.0	234.0	108.0	112.0	30.0	11.0	31.0	192.0	28.0	46.0	56.0	11.0	56.0	79.0	29.0	142.0	16.0	50.0	27.0	37.0	69.0	42.0	17.0	22.0	211.0	113.0	171.0	168.0	19.0	38.0	139.0
Prevotella scopos	8.0	1.0	12.0	53.0	167.0	5.0	29.0	230.0	1.0	8.0	2.0	68.0	80.0	4.0	195.0	7.0	19.0	115.0	33.0	178.0	179.0	14.0	77.0	2.0	4.0	268.0	5.0	32.0	218.0	2.0	109.0	219.0	218.0	9.0	124.0	6.0	12.0	69.0	4.0	13.0	266.0	24.0	81.0	156.0
Veillonella rogosae	36.0	30.0	7.0	22.0	95.0	52.0	0.0	98.0	47.0	28.0	39.0	4.0	18.0	229.0	113.0	13.0	10.0	5.0	2.0	8.0	113.0	426.0	7.0	28.0	50.0	10.0	250.0	364.0	59.0	42.0	7.0	6.0	6.0	230.0	6.0	28.0	25.0	12.0	255.0	14.0	88.0	327.0	9.0	94.0
Bifidobacterium breve	67.0	3.0	141.0	327.0	23.0	26.0	12.0	104.0	30.0	16.0	66.0	44.0	349.0	78.0	53.0	135.0	145.0	18.0	7.0	24.0	42.0	68.0	47.0	57.0	30.0	18.0	81.0	52.0	114.0	22.0	64.0	16.0	22.0	62.0	23.0	13.0	9.0	425.0	80.0	134.0	134.0	49.0	37.0	37.0
Emergencia sp. JLR.KK010	56.0	17.0	111.0	140.0	83.0	44.0	6.0	141.0	64.0	15.0	42.0	48.0	152.0	143.0	140.0	106.0	143.0	27.0	9.0	25.0	111.0	30.0	28.0	45.0	49.0	43.0	123.0	24.0	132.0	40.0	47.0	38.0	44.0	131.0	38.0	12.0	18.0	149.0	158.0	149.0	179.0	22.0	38.0	98.0
Megasphaera stantonii	62.0	5.0	99.0	230.0	171.0	31.0	8.0	79.0	27.0	13.0	75.0	49.0	236.0	57.0	234.0	86.0	100.0	37.0	8.0	52.0	202.0	24.0	44.0	35.0	31.0	44.0	40.0	20.0	83.0	28.0	52.0	49.0	39.0	39.0	29.0	6.0	9.0	273.0	44.0	121.0	126.0	9.0	44.0	168.0
Yersinia similis	10.0	82.0	100.0	75.0	94.0	102.0	21.0	23.0	104.0	74.0	5.0	60.0	86.0	170.0	80.0	64.0	103.0	45.0	19.0	90.0	98.0	10.0	47.0	9.0	118.0	99.0	165.0	11.0	28.0	121.0	57.0	113.0	89.0	145.0	36.0	90.0	88.0	73.0	128.0	89.0	19.0	8.0	28.0	112.0
Dialister succinatiphilus	11.0	76.0	45.0	39.0	30.0	17.0	41.0	306.0	23.0	109.0	13.0	9.0	43.0	26.0	40.0	37.0	43.0	141.0	44.0	153.0	24.0	11.0	13.0	7.0	17.0	175.0	13.0	8.0	300.0	15.0	21.0	135.0	147.0	18.0	142.0	61.0	107.0	74.0	33.0	61.0	419.0	7.0	8.0	39.0
Eubacterium limosum	45.0	19.0	181.0	130.0	149.0	38.0	3.0	70.0	39.0	27.0	40.0	36.0	103.0	81.0	184.0	166.0	179.0	11.0	1.0	24.0	174.0	33.0	34.0	27.0	44.0	31.0	75.0	26.0	75.0	31.0	50.0	19.0	26.0	91.0	14.0	16.0	14.0	168.0	91.0	224.0	115.0	21.0	38.0	126.0
Clostridium pasteurianum	34.0	10.0	113.0	142.0	122.0	103.0	17.0	64.0	136.0	6.0	34.0	85.0	137.0	41.0	167.0	96.0	114.0	38.0	16.0	25.0	145.0	18.0	87.0	20.0	103.0	32.0	28.0	12.0	58.0	109.0	104.0	19.0	22.0	28.0	43.0	6.0	7.0	161.0	60.0	151.0	87.0	9.0	91.0	140.0
Lactococcus lactis	11.0	57.0	231.0	167.0	39.0	29.0	9.0	120.0	25.0	64.0	18.0	15.0	177.0	56.0	39.0	193.0	255.0	25.0	11.0	29.0	40.0	13.0	18.0	11.0	22.0	44.0	41.0	12.0	136.0	23.0	24.0	35.0	31.0	47.0	36.0	39.0	55.0	178.0	52.0	260.0	144.0	13.0	27.0	50.0
Caproicibacterium sp. BJN0003	53.0	11.0	109.0	79.0	118.0	66.0	16.0	122.0	76.0	16.0	39.0	55.0	88.0	76.0	143.0	101.0	103.0	43.0	15.0	30.0	127.0	14.0	52.0	33.0	59.0	37.0	55.0	20.0	113.0	77.0	65.0	26.0	32.0	62.0	44.0	10.0	20.0	114.0	74.0	137.0	138.0	10.0	72.0	127.0
Staphylococcus aureus	43.0	69.0	73.0	79.0	35.0	100.0	72.0	35.0	111.0	51.0	18.0	20.0	98.0	134.0	44.0	47.0	56.0	89.0	62.0	40.0	55.0	14.0	50.0	11.0	138.0	80.0	163.0	12.0	33.0	101.0	38.0	64.0	81.0	60.0	77.0	23.0	61.0	109.0	129.0	100.0	42.0	10.0	56.0	51.0
Veillonella dispar	53.0	5.0	5.0	12.0	76.0	4.0	1.0	25.0	8.0	9.0	68.0	4.0	17.0	193.0	104.0	2.0	5.0	1.0	0.0	0.0	86.0	480.0	3.0	52.0	12.0	1.0	188.0	423.0	14.0	4.0	5.0	0.0	1.0	191.0	4.0	5.0	4.0	14.0	233.0	3.0	15.0	409.0	2.0	85.0
Herbinix luporum	53.0	7.0	92.0	89.0	58.0	139.0	8.0	62.0	181.0	15.0	48.0	69.0	98.0	99.0	84.0	89.0	101.0	9.0	6.0	10.0	64.0	17.0	70.0	32.0	166.0	12.0	93.0	34.0	54.0	155.0	95.0	17.0	23.0	81.0	12.0	11.0	15.0	95.0	107.0	108.0	78.0	15.0	76.0	68.0
Riemerella anatipestifer	9.0	47.0	30.0	62.0	73.0	7.0	2.0	183.0	9.0	59.0	13.0	13.0	82.0	96.0	112.0	21.0	30.0	5.0	4.0	64.0	98.0	202.0	16.0	6.0	9.0	94.0	91.0	192.0	157.0	4.0	23.0	61.0	82.0	91.0	13.0	51.0	54.0	60.0	98.0	27.0	188.0	175.0	20.0	71.0
Clostridium beijerinckii	47.0	7.0	76.0	129.0	93.0	60.0	5.0	24.0	76.0	16.0	42.0	89.0	175.0	32.0	141.0	99.0	103.0	28.0	12.0	25.0	134.0	27.0	141.0	34.0	60.0	41.0	31.0	35.0	31.0	69.0	127.0	25.0	48.0	21.0	39.0	5.0	9.0	165.0	32.0	117.0	52.0	36.0	133.0	105.0
Veillonella orientalis	48.0	10.0	5.0	10.0	102.0	11.0	0.0	14.0	22.0	16.0	46.0	3.0	6.0	118.0	106.0	6.0	5.0	4.0	0.0	1.0	101.0	596.0	3.0	45.0	23.0	0.0	108.0	491.0	16.0	15.0	5.0	0.0	2.0	89.0	0.0	7.0	5.0	7.0	110.0	7.0	17.0	479.0	2.0	86.0
Clostridium sp. HCS.1	19.0	7.0	90.0	119.0	153.0	41.0	4.0	19.0	58.0	10.0	21.0	161.0	125.0	32.0	162.0	76.0	78.0	24.0	5.0	13.0	156.0	38.0	192.0	16.0	64.0	22.0	31.0	39.0	13.0	40.0	181.0	17.0	17.0	26.0	16.0	6.0	6.0	132.0	42.0	83.0	20.0	32.0	196.0	139.0
Proteiniclasticum sp. QWL-01	47.0	8.0	135.0	111.0	162.0	22.0	4.0	93.0	13.0	2.0	30.0	58.0	115.0	44.0	208.0	133.0	170.0	20.0	6.0	44.0	146.0	17.0	68.0	29.0	4.0	43.0	20.0	25.0	64.0	10.0	66.0	36.0	50.0	29.0	13.0	4.0	7.0	134.0	47.0	170.0	90.0	18.0	72.0	142.0
Streptococcus pneumoniae	21.0	3.0	287.0	111.0	48.0	42.0	8.0	53.0	36.0	4.0	14.0	13.0	111.0	57.0	60.0	307.0	348.0	13.0	3.0	30.0	40.0	19.0	13.0	8.0	46.0	50.0	45.0	13.0	50.0	26.0	24.0	35.0	31.0	50.0	22.0	6.0	1.0	114.0	59.0	360.0	48.0	26.0	21.0	47.0
Clostridium septicum	16.0	4.0	56.0	74.0	153.0	42.0	7.0	15.0	63.0	8.0	16.0	196.0	100.0	21.0	205.0	67.0	81.0	24.0	12.0	9.0	193.0	15.0	199.0	8.0	69.0	9.0	9.0	32.0	7.0	65.0	245.0	13.0	9.0	10.0	24.0	6.0	6.0	88.0	13.0	77.0	13.0	18.0	262.0	153.0
Ligilactobacillus ruminis	42.0	26.0	78.0	84.0	68.0	98.0	19.0	47.0	110.0	28.0	51.0	35.0	75.0	81.0	82.0	64.0	90.0	55.0	14.0	54.0	79.0	50.0	48.0	36.0	127.0	50.0	63.0	55.0	50.0	107.0	59.0	57.0	54.0	57.0	57.0	21.0	35.0	95.0	69.0	105.0	65.0	44.0	45.0	60.0
Caproiciproducens sp. R1	57.0	24.0	90.0	102.0	152.0	38.0	8.0	93.0	47.0	23.0	59.0	36.0	128.0	59.0	203.0	72.0	104.0	20.0	7.0	22.0	140.0	24.0	43.0	60.0	44.0	22.0	46.0	21.0	103.0	30.0	51.0	25.0	16.0	47.0	32.0	16.0	29.0	145.0	63.0	96.0	93.0	21.0	44.0	133.0
uncultured Mailhella sp.	20.0	7.0	113.0	126.0	166.0	15.0	6.0	17.0	27.0	5.0	29.0	86.0	151.0	25.0	248.0	109.0	138.0	16.0	4.0	19.0	192.0	4.0	95.0	16.0	10.0	26.0	12.0	10.0	27.0	15.0	118.0	22.0	26.0	17.0	21.0	6.0	4.0	180.0	24.0	167.0	43.0	9.0	93.0	173.0
Porphyromonas sp. oral taxon 275	2.0	1.0	25.0	109.0	80.0	0.0	6.0	74.0	1.0	1.0	3.0	32.0	127.0	70.0	114.0	27.0	45.0	37.0	15.0	204.0	90.0	2.0	39.0	3.0	1.0	295.0	54.0	2.0	66.0	4.0	33.0	227.0	252.0	35.0	48.0	0.0	1.0	187.0	75.0	31.0	80.0	4.0	49.0	68.0
Paludihabitans sp. MB14-C6	24.0	19.0	65.0	121.0	129.0	26.0	12.0	72.0	46.0	11.0	19.0	34.0	125.0	91.0	191.0	81.0	108.0	21.0	4.0	21.0	172.0	22.0	33.0	17.0	32.0	29.0	75.0	12.0	75.0	26.0	47.0	31.0	34.0	74.0	31.0	12.0	11.0	146.0	80.0	126.0	77.0	9.0	51.0	171.0
Phocaeicola coprocola	3.0	0.0	0.0	788.0	1.0	2.0	0.0	16.0	1.0	0.0	1.0	18.0	788.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	32.0	0.0	4.0	0.0	1.0	3.0	10.0	1.0	24.0	0.0	0.0	1.0	0.0	0.0	0.0	864.0	1.0	1.0	12.0	2.0	23.0	2.0
Clostridium sp. BJN0001	37.0	9.0	98.0	94.0	83.0	103.0	9.0	49.0	134.0	4.0	29.0	92.0	110.0	44.0	105.0	100.0	122.0	16.0	6.0	32.0	89.0	22.0	102.0	25.0	107.0	27.0	32.0	17.0	20.0	109.0	119.0	27.0	28.0	25.0	20.0	6.0	5.0	139.0	32.0	102.0	61.0	18.0	125.0	71.0
Macellibacteroides fermentans	13.0	37.0	29.0	188.0	52.0	24.0	13.0	149.0	33.0	42.0	12.0	43.0	182.0	42.0	52.0	35.0	31.0	37.0	9.0	42.0	54.0	58.0	52.0	17.0	35.0	71.0	29.0	62.0	149.0	37.0	49.0	61.0	60.0	32.0	33.0	28.0	36.0	227.0	48.0	37.0	201.0	46.0	54.0	43.0
Clostridium sp. MD294	49.0	28.0	145.0	81.0	96.0	62.0	3.0	62.0	72.0	13.0	40.0	64.0	90.0	47.0	104.0	150.0	147.0	16.0	8.0	37.0	89.0	28.0	59.0	31.0	69.0	38.0	32.0	33.0	68.0	53.0	72.0	28.0	29.0	32.0	16.0	18.0	15.0	106.0	38.0	141.0	79.0	36.0	71.0	83.0
Anaerotignum propionicum	55.0	10.0	47.0	67.0	66.0	89.0	7.0	110.0	140.0	6.0	55.0	83.0	70.0	30.0	86.0	41.0	55.0	24.0	5.0	28.0	96.0	84.0	71.0	39.0	108.0	26.0	28.0	63.0	104.0	96.0	87.0	36.0	41.0	20.0	24.0	3.0	9.0	100.0	41.0	74.0	114.0	71.0	86.0	63.0
Enterococcus cecorum	45.0	21.0	100.0	115.0	40.0	20.0	9.0	55.0	37.0	26.0	50.0	35.0	126.0	96.0	63.0	94.0	107.0	32.0	9.0	78.0	64.0	35.0	31.0	39.0	26.0	96.0	81.0	36.0	53.0	21.0	53.0	90.0	108.0	69.0	30.0	26.0	31.0	145.0	81.0	88.0	46.0	41.0	46.0	50.0
Blattabacterium cuenoti	26.0	5.0	100.0	186.0	120.0	40.0	11.0	51.0	59.0	9.0	18.0	42.0	191.0	26.0	145.0	112.0	121.0	39.0	16.0	17.0	123.0	15.0	39.0	15.0	52.0	32.0	27.0	5.0	48.0	54.0	61.0	21.0	33.0	18.0	52.0	5.0	7.0	199.0	25.0	132.0	78.0	12.0	47.0	104.0
Porphyromonas somerae	2.0	4.0	0.0	37.0	43.0	44.0	8.0	70.0	42.0	0.0	4.0	236.0	40.0	9.0	49.0	1.0	4.0	22.0	12.0	32.0	38.0	202.0	221.0	5.0	55.0	30.0	6.0	186.0	54.0	55.0	257.0	30.0	43.0	5.0	21.0	1.0	0.0	42.0	8.0	4.0	76.0	183.0	283.0	49.0
Haemophilus influenzae	4.0	1.0	11.0	17.0	45.0	350.0	12.0	11.0	431.0	0.0	4.0	5.0	9.0	20.0	61.0	12.0	8.0	23.0	19.0	10.0	49.0	93.0	10.0	5.0	467.0	26.0	12.0	82.0	8.0	386.0	5.0	19.0	27.0	10.0	44.0	0.0	3.0	19.0	12.0	17.0	17.0	94.0	10.0	42.0
Clostridium intestinale	14.0	9.0	96.0	155.0	129.0	41.0	9.0	17.0	47.0	9.0	17.0	90.0	164.0	31.0	154.0	87.0	124.0	32.0	10.0	17.0	117.0	20.0	92.0	12.0	68.0	27.0	22.0	19.0	17.0	43.0	122.0	25.0	33.0	30.0	29.0	10.0	10.0	159.0	28.0	108.0	18.0	17.0	107.0	124.0
Chakrabartyella piscis	34.0	7.0	56.0	54.0	95.0	139.0	5.0	72.0	159.0	11.0	33.0	44.0	49.0	56.0	122.0	63.0	57.0	13.0	5.0	18.0	101.0	54.0	56.0	31.0	130.0	26.0	33.0	52.0	87.0	142.0	65.0	24.0	32.0	38.0	21.0	9.0	13.0	43.0	56.0	77.0	113.0	49.0	55.0	102.0
Clostridium bornimense	29.0	7.0	90.0	134.0	104.0	62.0	7.0	21.0	82.0	8.0	35.0	58.0	147.0	52.0	138.0	89.0	81.0	27.0	6.0	42.0	132.0	15.0	69.0	16.0	57.0	58.0	39.0	10.0	24.0	64.0	70.0	46.0	40.0	36.0	23.0	5.0	10.0	161.0	45.0	96.0	24.0	18.0	104.0	112.0
Pseudomonas aeruginosa	27.0	108.0	63.0	60.0	45.0	22.0	4.0	22.0	6.0	91.0	29.0	11.0	46.0	49.0	43.0	49.0	46.0	14.0	5.0	187.0	35.0	30.0	14.0	33.0	20.0	249.0	89.0	35.0	20.0	34.0	22.0	204.0	233.0	66.0	11.0	91.0	87.0	59.0	40.0	51.0	48.0	22.0	12.0	61.0
